reserved;object;attribute;briefDescription;displayFormat;definition
;lowFlowThreshOn;;;ENUMERATION;_STATUS
;noiseSampSize;;;NUMERIC;
;maxFlowFreq;;;NUMERIC;
;minFlowFreq;;;NUMERIC;
;vbrCorrectionOn;;;ENUMERATION;_STATUS
;staticDecimation;;;NUMERIC;
;middleBufDecimation;;;NUMERIC;
;lockMinIntPeriod;;;NUMERIC;
;lockMaxIntPeriod;;;NUMERIC;
;frequency_UnitCode;;;ENUMERATION;_T_FREQUENCY
;temperature_UnitCode;;;ENUMERATION;_T_TEMPERATURE
;readParameters;;;ACTION;
;writeParameters;;;ACTION;
;frequency;;;NUMERIC;
;frequency_Obj;unit;;ENUMERATION;_T_FREQUENCY
;frequency_Obj;type;;;
;frequency_Obj;value_0;;NUMERIC;
;frequency_Obj;value_1;;;
;frequency_Obj;value_2;;;
;frequency_Obj;value_3;;;
;frequency_Obj;value_4;;;
;frequency_Obj;value_5;;;
;frequency_Obj;value_6;;;
;frequency_Obj;value_7;;;
;frequency_Obj;value_8;;;
;frequency_Obj;value_9;;;
;frequency_Obj;value_10;;;
;frequency_Obj;value_11;;;
;frequency_Obj;value_12;;;
;frequency_Obj;value_13;;;
;frequency_Obj;value_14;;;
;frequency_Obj;value_15;;;
;frequency_Obj;value_16;;;
;frequency_Obj;value_17;;;
;frequency_Obj;value_18;;;
;frequency_Obj;value_19;;;
;frequency_Obj;value_20;;;
;temperaturePreset_Obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperaturePreset_Obj;type;;;
;temperaturePreset_Obj;value_0;;NUMERIC;
;temperaturePreset_Obj;value_1;;;
;temperaturePreset_Obj;value_2;;;
;temperaturePreset_Obj;value_3;;;
;temperaturePreset_Obj;value_4;;;
;temperaturePreset_Obj;value_5;;;
;temperaturePreset_Obj;value_6;;;
;temperaturePreset_Obj;value_7;;;
;temperaturePreset_Obj;value_8;;;
;temperaturePreset_Obj;value_9;;;
;temperaturePreset_Obj;value_10;;;
;temperaturePreset_Obj;value_11;;;
;temperaturePreset_Obj;value_12;;;
;temperaturePreset_Obj;value_13;;;
;temperaturePreset_Obj;value_14;;;
;temperaturePreset_Obj;value_15;;;
;temperaturePreset_Obj;value_16;;;
;temperaturePreset_Obj;value_17;;;
;temperaturePreset_Obj;value_18;;;
;temperaturePreset_Obj;value_19;;;
;temperaturePreset_Obj;value_20;;;
;saveCustomerDef;;;ACTION;
;saveFactoryDef;;;ACTION;
;resetCustomerDef;;;ACTION;
;resetFactoryDef;;;ACTION;
;resetFE_Runhour;;;ACTION;
;fcdOn;;;ENUMERATION;_STATUS
;lockEstimation;;;NUMERIC;
;familyRevision;;;;
;frontendMaintenance;;Front end maintenance cycle tiem;NUMERIC;
;tranMaintenanceCyc;;Transimitter maintenance cycle time.;NUMERIC;
;analogInputPassword;;;ASCII;
;internalRTDPassword;;;ASCII;
;energyFlowPassword;;;ASCII;
;temperature_Percentage;;;NUMERIC;
;actualDensitySelection;;;ENUMERATION;DENSITY_SELECTION_TABLE
;intRTDType;;internal RTD type;ENUMERATION;_TEMP_SENSOR_TYPE
;simTemperature_UnitCode;;;ENUMERATION;_T_TEMPERATURE
;temperatureSim_Obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperatureSim_Obj;type;;;
;temperatureSim_Obj;value_0;;NUMERIC;
;temperatureSim_Obj;value_1;;;
;temperatureSim_Obj;value_2;;;
;temperatureSim_Obj;value_3;;;
;temperatureSim_Obj;value_4;;;
;temperatureSim_Obj;value_5;;;
;temperatureSim_Obj;value_6;;;
;temperatureSim_Obj;value_7;;;
;temperatureSim_Obj;value_8;;;
;temperatureSim_Obj;value_9;;;
;temperatureSim_Obj;value_10;;;
;temperatureSim_Obj;value_11;;;
;temperatureSim_Obj;value_12;;;
;temperatureSim_Obj;value_13;;;
;temperatureSim_Obj;value_14;;;
;temperatureSim_Obj;value_15;;;
;temperatureSim_Obj;value_16;;;
;temperatureSim_Obj;value_17;;;
;temperatureSim_Obj;value_18;;;
;temperatureSim_Obj;value_19;;;
;temperatureSim_Obj;value_20;;;
;frequency_SimObj;unit;;ENUMERATION;_T_FREQUENCY
;frequency_SimObj;type;;;
;frequency_SimObj;value_0;;NUMERIC;
;frequency_SimObj;value_1;;;
;frequency_SimObj;value_2;;;
;frequency_SimObj;value_3;;;
;frequency_SimObj;value_4;;;
;frequency_SimObj;value_5;;;
;frequency_SimObj;value_6;;;
;frequency_SimObj;value_7;;;
;frequency_SimObj;value_8;;;
;frequency_SimObj;value_9;;;
;frequency_SimObj;value_10;;;
;frequency_SimObj;value_11;;;
;frequency_SimObj;value_12;;;
;frequency_SimObj;value_13;;;
;frequency_SimObj;value_14;;;
;frequency_SimObj;value_15;;;
;frequency_SimObj;value_16;;;
;frequency_SimObj;value_17;;;
;frequency_SimObj;value_18;;;
;frequency_SimObj;value_19;;;
;frequency_SimObj;value_20;;;
;protectedDataStatus;;;NUMERIC;
;frequency_range_Obj;unit;;ENUMERATION;_T_FREQUENCY
;frequency_range_Obj;type;;;
;frequency_range_Obj;value_0;;NUMERIC;
;frequency_range_Obj;value_1;;NUMERIC;
;frequency_range_Obj;value_2;;;
;frequency_range_Obj;value_3;;;
;frequency_range_Obj;value_4;;;
;frequency_range_Obj;value_5;;;
;frequency_range_Obj;value_6;;;
;frequency_range_Obj;value_7;;;
;frequency_range_Obj;value_8;;;
;frequency_range_Obj;value_9;;;
;frequency_range_Obj;value_10;;;
;frequency_range_Obj;value_11;;;
;frequency_range_Obj;value_12;;;
;frequency_range_Obj;value_13;;;
;frequency_range_Obj;value_14;;;
;frequency_range_Obj;value_15;;;
;frequency_range_Obj;value_16;;;
;frequency_range_Obj;value_17;;;
;frequency_range_Obj;value_18;;;
;frequency_range_Obj;value_19;;;
;frequency_range_Obj;value_20;;;
;temperature_range_Obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperature_range_Obj;type;;;
;temperature_range_Obj;value_0;;NUMERIC;
;temperature_range_Obj;value_1;;NUMERIC;
;temperature_range_Obj;value_2;;;
;temperature_range_Obj;value_3;;;
;temperature_range_Obj;value_4;;;
;temperature_range_Obj;value_5;;;
;temperature_range_Obj;value_6;;;
;temperature_range_Obj;value_7;;;
;temperature_range_Obj;value_8;;;
;temperature_range_Obj;value_9;;;
;temperature_range_Obj;value_10;;;
;temperature_range_Obj;value_11;;;
;temperature_range_Obj;value_12;;;
;temperature_range_Obj;value_13;;;
;temperature_range_Obj;value_14;;;
;temperature_range_Obj;value_15;;;
;temperature_range_Obj;value_16;;;
;temperature_range_Obj;value_17;;;
;temperature_range_Obj;value_18;;;
;temperature_range_Obj;value_19;;;
;temperature_range_Obj;value_20;;;
;frequency_Damped_Obj;unit;;ENUMERATION;_T_FREQUENCY
;frequency_Damped_Obj;type;;;
;frequency_Damped_Obj;value_0;;NUMERIC;
;frequency_Damped_Obj;value_1;;;
;frequency_Damped_Obj;value_2;;;
;frequency_Damped_Obj;value_3;;;
;frequency_Damped_Obj;value_4;;;
;frequency_Damped_Obj;value_5;;;
;frequency_Damped_Obj;value_6;;;
;frequency_Damped_Obj;value_7;;;
;frequency_Damped_Obj;value_8;;;
;frequency_Damped_Obj;value_9;;;
;frequency_Damped_Obj;value_10;;;
;frequency_Damped_Obj;value_11;;;
;frequency_Damped_Obj;value_12;;;
;frequency_Damped_Obj;value_13;;;
;frequency_Damped_Obj;value_14;;;
;frequency_Damped_Obj;value_15;;;
;frequency_Damped_Obj;value_16;;;
;frequency_Damped_Obj;value_17;;;
;frequency_Damped_Obj;value_18;;;
;frequency_Damped_Obj;value_19;;;
;frequency_Damped_Obj;value_20;;;
;analogGain;;;ENUMERATION;GAIN_CONTROL_TAB
;temperature_Damped_Obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperature_Damped_Obj;type;;;
;temperature_Damped_Obj;value_0;;NUMERIC;
;temperature_Damped_Obj;value_1;;;
;temperature_Damped_Obj;value_2;;;
;temperature_Damped_Obj;value_3;;;
;temperature_Damped_Obj;value_4;;;
;temperature_Damped_Obj;value_5;;;
;temperature_Damped_Obj;value_6;;;
;temperature_Damped_Obj;value_7;;;
;temperature_Damped_Obj;value_8;;;
;temperature_Damped_Obj;value_9;;;
;temperature_Damped_Obj;value_10;;;
;temperature_Damped_Obj;value_11;;;
;temperature_Damped_Obj;value_12;;;
;temperature_Damped_Obj;value_13;;;
;temperature_Damped_Obj;value_14;;;
;temperature_Damped_Obj;value_15;;;
;temperature_Damped_Obj;value_16;;;
;temperature_Damped_Obj;value_17;;;
;temperature_Damped_Obj;value_18;;;
;temperature_Damped_Obj;value_19;;;
;temperature_Damped_Obj;value_20;;;
;temperatureSensor_Obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperatureSensor_Obj;type;;;
;temperatureSensor_Obj;value_0;;NUMERIC;
;temperatureSensor_Obj;value_1;;;
;temperatureSensor_Obj;value_2;;;
;temperatureSensor_Obj;value_3;;;
;temperatureSensor_Obj;value_4;;;
;temperatureSensor_Obj;value_5;;;
;temperatureSensor_Obj;value_6;;;
;temperatureSensor_Obj;value_7;;;
;temperatureSensor_Obj;value_8;;;
;temperatureSensor_Obj;value_9;;;
;temperatureSensor_Obj;value_10;;;
;temperatureSensor_Obj;value_11;;;
;temperatureSensor_Obj;value_12;;;
;temperatureSensor_Obj;value_13;;;
;temperatureSensor_Obj;value_14;;;
;temperatureSensor_Obj;value_15;;;
;temperatureSensor_Obj;value_16;;;
;temperatureSensor_Obj;value_17;;;
;temperatureSensor_Obj;value_18;;;
;temperatureSensor_Obj;value_19;;;
;temperatureSensor_Obj;value_20;;;
;temperatureOffsetCorrect;;;NUMERIC;
;autoselfcheck_Enable;;;ENUMERATION;_STATUS
;temperatureAlmRange_obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperatureAlmRange_obj;type;;;
;temperatureAlmRange_obj;value_0;;NUMERIC;
;temperatureAlmRange_obj;value_1;;NUMERIC;
;temperatureAlmRange_obj;value_2;;;
;temperatureAlmRange_obj;value_3;;;
;temperatureAlmRange_obj;value_4;;;
;temperatureAlmRange_obj;value_5;;;
;temperatureAlmRange_obj;value_6;;;
;temperatureAlmRange_obj;value_7;;;
;temperatureAlmRange_obj;value_8;;;
;temperatureAlmRange_obj;value_9;;;
;temperatureAlmRange_obj;value_10;;;
;temperatureAlmRange_obj;value_11;;;
;temperatureAlmRange_obj;value_12;;;
;temperatureAlmRange_obj;value_13;;;
;temperatureAlmRange_obj;value_14;;;
;temperatureAlmRange_obj;value_15;;;
;temperatureAlmRange_obj;value_16;;;
;temperatureAlmRange_obj;value_17;;;
;temperatureAlmRange_obj;value_18;;;
;temperatureAlmRange_obj;value_19;;;
;temperatureAlmRange_obj;value_20;;;
;temperatureMaxRecord_obj;unit;;ENUMERATION;_T_TEMPERATURE
;temperatureMaxRecord_obj;type;;;
;temperatureMaxRecord_obj;value_0;;NUMERIC;
;temperatureMaxRecord_obj;value_1;;;
;temperatureMaxRecord_obj;value_2;;;
;temperatureMaxRecord_obj;value_3;;;
;temperatureMaxRecord_obj;value_4;;;
;temperatureMaxRecord_obj;value_5;;;
;temperatureMaxRecord_obj;value_6;;;
;temperatureMaxRecord_obj;value_7;;;
;temperatureMaxRecord_obj;value_8;;;
;temperatureMaxRecord_obj;value_9;;;
;temperatureMaxRecord_obj;value_10;;;
;temperatureMaxRecord_obj;value_11;;;
;temperatureMaxRecord_obj;value_12;;;
;temperatureMaxRecord_obj;value_13;;;
;temperatureMaxRecord_obj;value_14;;;
;temperatureMaxRecord_obj;value_15;;;
;temperatureMaxRecord_obj;value_16;;;
;temperatureMaxRecord_obj;value_17;;;
;temperatureMaxRecord_obj;value_18;;;
;temperatureMaxRecord_obj;value_19;;;
;temperatureMaxRecord_obj;value_20;;;
;sigAmplitude;;;NUMERIC;
;vbrAmplitude;;;NUMERIC;
;sigMagnitude;;;NUMERIC;
;lowFlowThresh;;;NUMERIC;
;lowFlowThreshCoef;;;NUMERIC;
;temperatureOffsetCorrectUser;;;NUMERIC;
;reaction_InputFail;;;ENUMERATION;REACTION_INPUT_FAIL
;temperatureOffsetCorrectUserDisp;;;NUMERIC;
;BothMaintenanceCycle;;;NUMERIC;
;temperatureSensor;;;NUMERIC;
;ext_algSelection;;;ENUMERATION;_FE_OUT_FILTER_EXT_ALG_TABLE
