reserved;definition;name;value;briefdescription
;_CDT_SIMULATION_MODE;SIMULATION_CB_OFF;0;Sim off
;_CDT_SIMULATION_MODE;SIMULATION_CB_QV_VALUE;1;Qv Val
;_CDT_SIMULATION_MODE;SIMULATION_CB_QV_PERCENTAGE;2;Qv Percentage
;_CDT_SIMULATION_MODE;SIMULATION_CB_QM_VALUE;3;Qm Val
;_CDT_SIMULATION_MODE;SIMULATION_CB_QM_PERCENTAGE;4;Qm Percentage
;_CDT_SIMULATION_MODE;SIMULATION_CB_MEDIUM_TEMP;5;Medium Temp
;_CDT_SIMULATION_MODE;SIMULATION_CB_AMBIENT_TEMP;6;Ambient Temp
;_CDT_SIMULATION_MODE;SIMULATION_CB_DO_FREQ;8;DO Freq
;_CDT_SIMULATION_MODE;SIMULATION_CB_DO_LOGIC;9;DO Logic
;_CDT_SIMULATION_MODE;SIMULATION_CB_DO_PULSE;10;DO Puls
;_CDT_SIMULATION_MODE;SIMULATION_CB_AI_VALUE;12;AI Val
;_CDT_SIMULATION_MODE;SIMULATION_FE_SENSOR_FREQ;13;Sensor Freq
;_CDT_FORCE_REPLACE;FORCE_REPLACE_NONE;0;NV replace is not enabled
;_CDT_FORCE_REPLACE;FORCE_REPLACE_FE_TO_CB_COMMON_ONLY;1;NV replace from FE to CB for common data
;_CDT_FORCE_REPLACE;FORCE_REPLACE_FE_TO_CB;2;NV replace from FE to CB for all data
;_CDT_FORCE_REPLACE;FORCE_REPLACE_CB_TO_FE;3;NV replace from CB to FE for all data
;_VORTEX_FAMILY_STATUS;DEVICE_VARIABLE_SNR_FAILURE;0xD0;Sensor bad signal quality
;_VORTEX_FAMILY_STATUS;DEVICE_VARIABLE_LIMIT_STATUS;0x30;Device variables read only status
;_VORTEX_FAMILY_STATUS;MORE_DEVICE_STATUS_AVAILABLE;0x08;More device family status available
;_VORTEX_FAMILY_STATUS;SENSOR_FAILURE;0x04;Sensor failure(loss of shedder frequency signal)
;_VORTEX_FAMILY_STATUS;TRANSMITTER_FAILURE;0x02;Transmitter failure
;_VORTEX_FAMILY_STATUS;FLOW_RATE_BELOW_LINEAR_RNG;0x01;Flow rate is below linear range(too low Re number)
;_SENSOR_CALIBRATION_STATUS;SENSOR_IS_CALIBRATED;0;Piezo sensor is calibarted.
;_SENSOR_CALIBRATION_STATUS;SENSOR_IS_UNCALIBRATED;1;Piezo sensor is not calibarted.
;_TEMP_SENSOR_TYPE;TEMP_PT100;0;PT100 temperature sensor
;_TEMP_SENSOR_TYPE;TEMP_PT1000;1;PT1000 temperature sensor
;_TEMP_SENSOR_TYPE;TEMP_NONE;2;
;_SIMULATION_STATUS;SIMULATION_DISABLE;0;Disable device variable simulation.
;_SIMULATION_STATUS;SIMULATION_ENABLE;1;Enable device variable simulation.
;_UNIT_TYPES;T_TEMPERATURE;9;Temperatire unit type
;_UNIT_TYPES;T_FREQUENCY;47;Frequency unit type
;_UNIT_TYPES;T_MASS_DENSITY;25;
;_T_FREQUENCY;HERTZ;1;Hz
;_T_TEMPERATURE;KELVIN;1;kelvin
;_T_TEMPERATURE;CELSIUS;2;Celsius
;_T_TEMPERATURE;FAHRENHEIT;3;Fahrenheit
;_TSELECTION;T_PRESET;0;
;_TSELECTION;T_SENSOR;1;
;_TSELECTION;T_AI;2;
;_TSELECTION;T_HART;3;
;_OPERATING_MODE;LIQUID_ACTUAL_VOLUME;0;Liquid volume
;_OPERATING_MODE;LIQUID_NORMAL_VOLUME;1;Liquid normal volume
;_OPERATING_MODE;LIQUID_MASS;2;Liquid mass
;_OPERATING_MODE;LIQUID_POWER;3;Liquid power
;_OPERATING_MODE;GAS_ACTUAL_VOLUME;4;Gas actual volume
;_OPERATING_MODE;GAS_STANDARD_VOLUME;5;Gas standard volume
;_OPERATING_MODE;GAS_MASS;6;Gas mass
;_OPERATING_MODE;GAS_POWER;7;Gas power
;_OPERATING_MODE;BIOGAS_ACTUAL_VOLUME;8;Biogas actual volume
;_OPERATING_MODE;BIOGAS_STANDARD_VOLUME;9;Biogas standard volume
;_OPERATING_MODE;STEAM_ACTUAL_VOLUME;10;Steam actual volume
;_OPERATING_MODE;STEAM_MASS;11;Steam mass
;_OPERATING_MODE;STEAM_POWER;12;Steam power
;;ALL_OPERATING_MODE;0X1FFF;all operating mode
;;OPERATING_MODE_NUM;13;Number of operating mode
;_CDT_TASK;MAIN_TASK;0x01;
;_CDT_TASK;SLOW_TASK;0x02;
;_CDT_TASK;CPULOAD_TASK;0x04;
;_CDT_TASK;SERVICE_TASK;0x08;
;_CDT_TASK;FE_TASK;0x10;
;_CDT_TASK;HART_TASK;0x20;
;_PASSWORD_CHECK_PASS;INTERNALRTD_ENABLE;0x01;
;_PASSWORD_CHECK_PASS;ANALOGINPUT_ENABLE;0x02;
;_PASSWORD_CHECK_PASS;ENERGYFLOW_ENABLE;0x04;
;_CONVERTER_TYPE;SWIREL;0;
;_CONVERTER_TYPE;VORTEX;1;
;_SWIRL_SIZE;Swirl15mm;0;
;_SWIRL_SIZE;Swirl20mm;1;
;_SWIRL_SIZE;Swirl25mm;2;
;_SWIRL_SIZE;Swirl32mm;3;
;_SWIRL_SIZE;Swirl40mm;4;
;_SWIRL_SIZE;Swirl50mm;5;
;_SWIRL_SIZE;Swirl80mm;6;
;_SWIRL_SIZE;Swirl100mm;7;
;_SWIRL_SIZE;Swirl150mm;8;
;_SWIRL_SIZE;Swirl200mm;9;
;_SWIRL_SIZE;Swirl300mm;10;
;_SWIRL_SIZE;Swirl400mm;11;
;_VORTEX_SIZE;VotrexD15mm;0;
;_VORTEX_SIZE;VotrexD25mm;1;
;_VORTEX_SIZE;VotrexD40mm;2;
;_VORTEX_SIZE;VotrexD50mm;3;
;_VORTEX_SIZE;VotrexD80mm;4;
;_VORTEX_SIZE;VotrexD100mm;5;
;_VORTEX_SIZE;VotrexD150mm;6;
;_VORTEX_SIZE;VotrexD200mm;7;
;_VORTEX_SIZE;VotrexD250mm;8;
;_VORTEX_SIZE;VotrexD300mm;9;
;_VORTEX_SIZE;VotrexA15mm;10;
;_VORTEX_SIZE;VotrexA25mm;11;
;_VORTEX_SIZE;VotrexA40mm;12;
;_VORTEX_SIZE;VotrexA50mm;13;
;_VORTEX_SIZE;VotrexA80mm;14;
;_VORTEX_SIZE;VotrexA100mm;15;
;_VORTEX_SIZE;VotrexA150mm;16;
;_VORTEX_SIZE;VotrexA200mm;17;
;_VORTEX_SIZE;VotrexA250mm;18;
;_VORTEX_SIZE;VotrexA300mm;19;
;_CMD_TYPE;READ_DATA_CMD;0;
;_CMD_TYPE;WRITE_DATA_CMD;1;
;_FE_READ_CMD;READ_METER_TYPE;0;
;;READ_METER_TYPE_INDEX;0;
;_FE_READ_CMD;READ_CALCULATION_DATA;1;
;;READ_CALCULATION_DATA_INDEX;1;
;_FE_READ_CMD;READ_OPERATION_HOUR;4;
;;READ_OPERATION_HOUR_INDEX;2;
;_FE_READ_CMD;READ_FE_MAINTAIN_CYCLE;6;
;;READ_FE_MAINTAIN_CYCLE_INDEX;3;
;_FE_READ_CMD;READ_DSP_PARAM_CMD;7;
;;READ_DSP_PARAM_CMD_INDEX;4;
;_FE_READ_CMD;READ_AUTOSELFDIAG_EN;0x0E;
;;READ_AUTOSELFCHECK_INDEX;5;
;_FE_READ_CMD;READ_SPAN_UPPRERRANGE;0x0A;
;;READ_SPAN_UPPRERRANGE_INDEX;6;
;_FE_READ_CMD;READ_OUTPUT_FILTER_ALG;0x0F;
;;READ_OUTPUT_FILTER_ALG_INDEX;7;
;_FE_READ_CMD;READ_OUTPUT_FILTER_PARA;0x10;
;;READ_OUTPUT_FILTER_PARA_INDEX;8;
;_FE_WRITE_CMD;WRITE_METER_TYPE;0x80;
;;WRITE_METER_TYPE_INDEX;0;
;_FE_WRITE_CMD;WRITE_RESET_OP_HOUR;0x84;
;;WRITE_RESET_OP_HOUR_INDEX;1;
;_FE_WRITE_CMD;WRITE_FE_MAINTAIN_CYCLE;0x86;
;;WRITE_FE_MAINTAIN_CYCLE_INDEX;2;
;_FE_WRITE_CMD;WRITE_DSP_PARAM_CMD;0x87;
;;WRITE_DSP_PARAM_CMD_INDEX;3;
;_FE_WRITE_CMD;WRITE_DSP_DEFAULT;0x88;
;;WRITE_DSP_DEFAULT_INDEX;4;
;_FE_WRITE_CMD;WRITE_DSP_FACTORY;0x89;
;;WRITE_DSP_FACTORY_INDEX;5;
;_FE_WRITE_CMD;WRITE_SAVE_DSP_DEFAULT;0x8A;
;;WRITE_SAVE_DSP_DEFAULT_INDEX;6;
;_FE_WRITE_CMD;WRITE_SAVE_DSP_FACTORY;0x8B;
;;WRITE_SAVE_DSP_FACTORY_INDEX;7;
;_FE_WRITE_CMD;WRITE_SAVE_REPLACE;0x8D;
;;WRITE_SAVE_REPLACE_INDEX;8;
;_FE_WRITE_CMD;WRITE_AUTOSELFDIAG_EN;0x8E;
;;WRITE_AUTOSELFCHECK_INDEX;9;
;_FE_WRITE_CMD;WRITE_SPAN_UPPRERRANGE;0x8F;
;;WRITE_SPAN_UPPRERRANGE_INDEX;10;
;_FE_WRITE_CMD;WRITE_LOWFLOW_THRESHOLD;0x90;
;;WRITE_LOWFLOW_THRESHOLD_INDEX;11;
;_FE_WRITE_CMD;WRITE_OUTPUT_FILTER_ALG;0x91;
;;WRITE_OUTPUT_FILTER_ALG_INDEX;12;
;_FE_WRITE_CMD;WRITE_OUTPUT_FILTER_PARA;0x92;
;;WRITE_OUTPUT_FILTER_PARA_INDEX;13;
;_STATUS;STATUS_OFF;0;
;_STATUS;STATUS_ON;1;
;CMD_DATA_LENGTH;METER_TYPE_LENGTH;2;
;CMD_DATA_LENGTH;CALCULATION_DATA_LENGTH;20;
;CMD_DATA_LENGTH;OPERATION_HOUR_LENGTH;4;
;CMD_DATA_LENGTH;FE_MAINTAIN_CYCLE_LENGTH;4;
;CMD_DATA_LENGTH;DSP_PARAM_CMD_LENGTH;41;
;CMD_DATA_LENGTH;SNR_LENGTH;2;
;CMD_DATA_LENGTH;AUTOSELFDIAG_EN_LENGTH;2;
;CMD_DATA_LENGTH;SPAN_UPPRERRANGE_LENGTH;2;
;CMD_DATA_LENGTH;LOWFLOW_THRESHOLD_LENGTH;2;
;CMD_DATA_LENGTH;DEFAULT_LENGTH;1;
;CMD_DATA_LENGTH;OUTPUT_FILTER_ALG_LENGTH;2;
;CMD_DATA_LENGTH;OUTPUT_FILTER_ALG_PARA_LENGTH;26;
;InitializeNv_Table;NV_NOT_INITIALIZE;0;
;InitializeNv_Table;NV_INITIALIZE_START;1;
;InitializeNv_Table;NV_INITIALIZE_END_OK;2;
;InitializeNv_Table;NV_INITIALIZE_END_FAILED;3;
;DENSITY_SELECTION_TABLE;EXT_DENSITY;0;
;DENSITY_SELECTION_TABLE;CALCULATION_FROM_TP;1;
;DENSITY_SELECTION_TABLE;CALCULATION_FROM_T;2;
;DENSITY_SELECTION_TABLE;CALCULATION_FROM_P;3;
;GAIN_CONTROL_TAB;GAIN_CONTROL_1TIMES;1;
;GAIN_CONTROL_TAB;GAIN_CONTROL_2TIMES;2;
;GAIN_CONTROL_TAB;GAIN_CONTROL_4TIMES;4;
;GAIN_CONTROL_TAB;GAIN_CONTROL_8TIMES;8;
;_CDT_STATUS_TABLE;UNPROTECTED;0;
;_CDT_STATUS_TABLE;CALCULATE;1;
;_CDT_STATUS_TABLE;PROTECTED;2;
;REACTION_INPUT_FAIL;PRESET;0;
;REACTION_INPUT_FAIL;LAST_GOOD_VALUE;1;
;;MAX_MAINTENANCE_CYCLE_HOURS;87600;10 years
;;MIN_MAINTENANCE_CYCLE_HOURS;0;
;;DEFAULT_MAINTENANCE_CYCLE_HOURS;17520;2 years
;;FE_SENSOR_TEMPERATURE_VALID_MIN;(-200.0f);below this value, the sensor temperature is not valid
;;FE_SENSOR_TEMPERATURE_VALID_MAX;(500.0f);above this value, the senor temperature is not valid
;_FE_OUT_FILTER_EXT_ALG_TABLE;EXT_ALG_NO_FILTER;0;
;_FE_OUT_FILTER_EXT_ALG_TABLE;EXT_ALG_PRESET_1;1;
;_FE_OUT_FILTER_EXT_ALG_TABLE;EXT_ALG_PRESET_2;2;
;_FE_OUT_FILTER_EXT_ALG_TABLE;EXT_ALG_SELF_CUSTOM;3;
;_FE_OUT_FILTER_INT_ALG_TABLE;INT_ALG_USE_NONE;0x00;
;_FE_OUT_FILTER_INT_ALG_TABLE;INT_ALG_USE_SELF_STUDY;0x01;
;_FE_OUT_FILTER_INT_ALG_TABLE;INT_ALG_USE_SMOOTH_FILTER;0x02;
;_FE_OUT_FILTER_INT_ALG_TABLE;INT_ALG_USE_SS_AND_SF;0x03;
