reserved;object;attribute;value
;pulseWidthRange;publicRangeDatObj;(const T_DATA_OBJ SLOW*)NULL
;pulseWidthRange;customUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;pulseWidthRange;min;PULSE_WIDTH_MIN
;pulseWidthRange;max;PULSE_WIDTH_MAX
;pulseWidthRange;unitsCode;UM_MILLISECOND
;pulseWidthRange;unitsType;UM_T_TIME
;generalAlarm;ptrCodeTab;T_ALARM_STATUS
;generalAlarm;numberOfCodes;T_ALARM_DTABLE_SIZE
;minFlowrateAlarm;ptrCodeTab;T_ALARM_STATUS
;minFlowrateAlarm;numberOfCodes;T_ALARM_DTABLE_SIZE
;maxFlowrateAlarm;ptrCodeTab;T_ALARM_STATUS
;maxFlowrateAlarm;numberOfCodes;T_ALARM_DTABLE_SIZE
;maxTemperatureAlarm;ptrCodeTab;T_ALARM_STATUS
;maxTemperatureAlarm;numberOfCodes;T_ALARM_DTABLE_SIZE
;lowFlowCutOff;ptrCodeTab;T_ALARM_STATUS
;lowFlowCutOff;numberOfCodes;T_ALARM_DTABLE_SIZE
;minFrequencyRange;publicUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;minFrequencyRange;publicRangeDatObj;(const T_DATA_OBJ SLOW*)NULL
;minFrequencyRange;customUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;minFrequencyRange;min;OUTPUTFREQ_MIN
;minFrequencyRange;max;OUTPUTFREQ_MAX
;minFrequencyRange;unitsCode;0
;minFrequencyRange;unitsType;0
;maxFrequencyRange;publicUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;maxFrequencyRange;publicRangeDatObj;(const T_DATA_OBJ SLOW*)NULL
;maxFrequencyRange;customUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;maxFrequencyRange;min;FULLSCALE_FREQ_MIN
;maxFrequencyRange;max;FULLSCALE_FREQ_MAX
;maxFrequencyRange;unitsCode;0
;maxFrequencyRange;unitsType;0
;minFrequency;publicUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;minFrequency;publicRangeDatObj;&digitalOutputObjectList[DIGITALOUTPUT_IDX_minFrequencyRange]
;minFrequency;customUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;minFrequency;min;OUTPUTFREQ_MIN
;minFrequency;max;OUTPUTFREQ_MAX
;minFrequency;unitsCode;0
;minFrequency;unitsType;0
;maxFrequency;publicUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;maxFrequency;publicRangeDatObj;&digitalOutputObjectList[DIGITALOUTPUT_IDX_maxFrequencyRange]
;maxFrequency;customUnitsDatObj;(const T_DATA_OBJ SLOW*)NULL
;maxFrequency;min;OUTPUTFREQ_MIN
;maxFrequency;max;OUTPUTFREQ_MAX
;maxFrequency;unitsCode;0
;maxFrequency;unitsType;0
;simuPulsesNum;min;0
;simuPulsesNum;max;10000
;simuPulsesNum;increment;1
;logicValue;ptrCodeTab;TOutputLogicFormat
;logicValue;numberOfCodes;NUMBER_OF_OUTPUT_LOGICS
;alarmSimulation_DO;ptrCodeTab;DO_ALARM
;alarmSimulation_DO;numberOfCodes;DO_ALARM_SIZE
;functionEnable;ptrCodeTab;T_FUNCTION_STATUS
;functionEnable;numberOfCodes;sizeof(T_FUNCTION_STATUS)
;minTemperatureAlarm;ptrCodeTab;T_ALARM_STATUS
;minTemperatureAlarm;numberOfCodes;T_ALARM_DTABLE_SIZE
