reserved;object;briefDescription;direction;T_DATA_OBJECT;objectCount;dataClass;storageQualifier
;diagnosisOutputConditionSimulation;;OUTPUT;SIMPLE_U8;6;DYNAMIC;RAM
;diagnosisCounter;;OUTPUT;SIMPLE_U8;1;DYNAMIC;RAM
;DigitalOutputAlarmBehavior;;INOUT;TABENUM8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;diagnosisCondition_fe_board_comm_errorDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fe_board_not_detectedDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_pv_sensor_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_sv_sensor_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_tv_sensor_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fe_board_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fe_nv_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fe_ram_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_cb_nv_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_cb_nv_warningDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_tot_counter_stopDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_no_hart_burst_inDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_alarm_simu_warningDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_data_simu_warningDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_steam_type_mismatchDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_process_flowrate_more_than_103Details;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_pv_sensor_out_limsDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_pv_sensor_out_rangeDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_sv_sensor_out_limsDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_sv_sensor_out_rangeDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_low_flowrate_cutoffDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_nv_concistency_checkDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_tv_sensor_out_rangeDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_tv_sensor_out_limsDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fv_sensor_failureDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_ambient_temp_reach_tmaxDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_ambient_temp_reach_tminDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_nv_storage_activeDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fv_sensor_out_limsDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fv_sensor_out_rangeDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_nv_replace_warnDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_cb_insuf_input_voltageDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_maintenance_warningDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;diagnosisCondition_fe_nv_warningDetails;;INOUT;T_DIAGNOSIS_ALARM_COUNTER;1;STATIC_CYCLIC;NON_VOLATILE
;configurableClassification_fe_board_comm_error;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fe_board_not_detected;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_pv_sensor_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_sv_sensor_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_tv_sensor_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fe_board_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fe_nv_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fe_ram_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_cb_nv_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_cb_nv_warning;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_tot_counter_stop;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_no_hart_burst_in;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_alarm_simu_warning;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_data_simu_warning;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_steam_type_mismatch;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_process_flowrate_more_than_103;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_pv_sensor_out_lims;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_pv_sensor_out_range;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_sv_sensor_out_lims;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_sv_sensor_out_range;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_low_flowrate_cutoff;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_nv_concistency_check;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_tv_sensor_out_range;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_tv_sensor_out_lims;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fv_sensor_failure;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_ambient_temp_reach_tmax;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_ambient_temp_reach_tmin;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_nv_storage_active;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fv_sensor_out_lims;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fv_sensor_out_range;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_nv_replace_warn;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_cb_insuf_input_voltage;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_maintenance_warning;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;configurableClassification_fe_nv_warning;;INOUT;SIMPLE_U8;1;STATIC_FREQUENT_CONSTANT_DEFAULT;NON_VOLATILE
;inputAlarmHistory;;OUTPUT;SIMPLE_U8;60;STATIC_CYCLIC;NON_VOLATILE
