reserved;object;attribute;value
;diagnosisCondition_fe_ram_failureDetails;timeCounterMSec;0
;diagnosisCondition_fe_ram_failureDetails;timeCounterDay;0
;diagnosisCondition_fe_ram_failureDetails;timeStampLastMSec;0
;diagnosisCondition_fe_ram_failureDetails;timeStampLastDay;0
;diagnosisCondition_cb_nv_failureDetails;counter;0
;diagnosisCondition_cb_nv_failureDetails;timeCounterMSec;0
;diagnosisCondition_cb_nv_failureDetails;timeCounterDay;0
;diagnosisCondition_cb_nv_failureDetails;timeStampLastMSec;0
;diagnosisCondition_cb_nv_failureDetails;timeStampLastDay;0
;diagnosisCondition_cb_nv_warningDetails;counter;0
;diagnosisCondition_cb_nv_warningDetails;timeCounterMSec;0
;diagnosisCondition_cb_nv_warningDetails;timeCounterDay;0
;diagnosisCondition_cb_nv_warningDetails;timeStampLastMSec;0
;diagnosisCondition_cb_nv_warningDetails;timeStampLastDay;0
;diagnosisCondition_tot_counter_stopDetails;counter;0
;diagnosisCondition_tot_counter_stopDetails;timeCounterMSec;0
;diagnosisCondition_tot_counter_stopDetails;timeCounterDay;0
;diagnosisCondition_tot_counter_stopDetails;timeStampLastMSec;0
;diagnosisCondition_tot_counter_stopDetails;timeStampLastDay;0
;diagnosisCondition_no_hart_burst_inDetails;counter;0
;diagnosisCondition_no_hart_burst_inDetails;timeCounterMSec;0
;diagnosisCondition_no_hart_burst_inDetails;timeCounterDay;0
;diagnosisCondition_no_hart_burst_inDetails;timeStampLastMSec;0
;diagnosisCondition_no_hart_burst_inDetails;timeStampLastDay;0
;diagnosisCondition_no_hart_burst_inDetails;counter;0
;diagnosisCondition_no_hart_burst_inDetails;timeCounterMSec;0
;diagnosisCondition_no_hart_burst_inDetails;timeCounterDay;0
;diagnosisCondition_no_hart_burst_inDetails;timeStampLastMSec;0
;diagnosisCondition_no_hart_burst_inDetails;timeStampLastDay;0
;diagnosisCondition_alarm_simu_warningDetails;counter;0
;diagnosisCondition_alarm_simu_warningDetails;timeCounterMSec;0
;diagnosisCondition_alarm_simu_warningDetails;timeCounterDay;0
;diagnosisCondition_alarm_simu_warningDetails;timeStampLastMSec;0
;diagnosisCondition_alarm_simu_warningDetails;timeStampLastDay;0
;diagnosisCondition_data_simu_warningDetails;counter;0
;diagnosisCondition_data_simu_warningDetails;timeCounterMSec;0
;diagnosisCondition_data_simu_warningDetails;timeCounterDay;0
;diagnosisCondition_data_simu_warningDetails;timeStampLastMSec;0
;diagnosisCondition_data_simu_warningDetails;timeStampLastDay;0
;diagnosisCondition_steam_type_mismatchDetails;counter;0
;diagnosisCondition_steam_type_mismatchDetails;timeCounterMSec;0
;diagnosisCondition_steam_type_mismatchDetails;timeCounterDay;0
;diagnosisCondition_steam_type_mismatchDetails;timeStampLastMSec;0
;diagnosisCondition_steam_type_mismatchDetails;timeStampLastDay;0
;diagnosisCondition_process_flowrate_more_than_103Details;counter;0
;diagnosisCondition_process_flowrate_more_than_103Details;timeCounterMSec;0
;diagnosisCondition_process_flowrate_more_than_103Details;timeCounterDay;0
;diagnosisCondition_process_flowrate_more_than_103Details;timeStampLastMSec;0
;diagnosisCondition_process_flowrate_more_than_103Details;timeStampLastDay;0
;diagnosisCondition_pv_sensor_out_limsDetails;counter;0
;diagnosisCondition_pv_sensor_out_limsDetails;timeCounterMSec;0
;diagnosisCondition_pv_sensor_out_limsDetails;timeCounterDay;0
;diagnosisCondition_pv_sensor_out_limsDetails;timeStampLastMSec;0
;diagnosisCondition_pv_sensor_out_limsDetails;timeStampLastDay;0
;diagnosisCondition_pv_sensor_out_rangeDetails;counter;0
;diagnosisCondition_pv_sensor_out_rangeDetails;timeCounterMSec;0
;diagnosisCondition_pv_sensor_out_rangeDetails;timeCounterDay;0
;diagnosisCondition_pv_sensor_out_rangeDetails;timeStampLastMSec;0
;diagnosisCondition_pv_sensor_out_rangeDetails;timeStampLastDay;0
;diagnosisCondition_sv_sensor_out_limsDetails;counter;0
;diagnosisCondition_sv_sensor_out_limsDetails;timeCounterMSec;0
;diagnosisCondition_sv_sensor_out_limsDetails;timeCounterDay;0
;diagnosisCondition_sv_sensor_out_limsDetails;timeStampLastMSec;0
;diagnosisCondition_sv_sensor_out_limsDetails;timeStampLastDay;0
;diagnosisCondition_sv_sensor_out_rangeDetails;counter;0
;diagnosisCondition_sv_sensor_out_rangeDetails;timeCounterMSec;0
;diagnosisCondition_sv_sensor_out_rangeDetails;timeCounterDay;0
;diagnosisCondition_sv_sensor_out_rangeDetails;timeStampLastMSec;0
;diagnosisCondition_sv_sensor_out_rangeDetails;timeStampLastDay;0
;diagnosisCondition_low_flowrate_cutoffDetails;counter;0
;diagnosisCondition_low_flowrate_cutoffDetails;timeCounterMSec;0
;diagnosisCondition_low_flowrate_cutoffDetails;timeCounterDay;0
;diagnosisCondition_low_flowrate_cutoffDetails;timeStampLastMSec;0
;diagnosisCondition_low_flowrate_cutoffDetails;timeStampLastDay;0
;diagnosisCondition_nv_concistency_checkDetails;counter;0
;diagnosisCondition_nv_concistency_checkDetails;timeCounterMSec;0
;diagnosisCondition_nv_concistency_checkDetails;timeCounterDay;0
;diagnosisCondition_nv_concistency_checkDetails;timeStampLastMSec;0
;diagnosisCondition_nv_concistency_checkDetails;timeStampLastDay;0
;diagnosisCondition_tv_sensor_out_rangeDetails;counter;0
;diagnosisCondition_tv_sensor_out_rangeDetails;timeCounterMSec;0
;diagnosisCondition_tv_sensor_out_rangeDetails;timeCounterDay;0
;diagnosisCondition_tv_sensor_out_rangeDetails;timeStampLastMSec;0
;diagnosisCondition_tv_sensor_out_rangeDetails;timeStampLastDay;0
;diagnosisCondition_tv_sensor_out_limsDetails;counter;0
;diagnosisCondition_tv_sensor_out_limsDetails;timeCounterMSec;0
;diagnosisCondition_tv_sensor_out_limsDetails;timeCounterDay;0
;diagnosisCondition_tv_sensor_out_limsDetails;timeStampLastMSec;0
;diagnosisCondition_tv_sensor_out_limsDetails;timeStampLastDay;0
;diagnosisCondition_fv_sensor_failureDetails;counter;0
;diagnosisCondition_fv_sensor_failureDetails;timeCounterMSec;0
;diagnosisCondition_fv_sensor_failureDetails;timeCounterDay;0
;diagnosisCondition_fv_sensor_failureDetails;timeStampLastMSec;0
;diagnosisCondition_fv_sensor_failureDetails;timeStampLastDay;0
;diagnosisCondition_ambient_temp_reach_tmaxDetails;counter;0
;diagnosisCondition_ambient_temp_reach_tmaxDetails;timeCounterMSec;0
;diagnosisCondition_ambient_temp_reach_tmaxDetails;timeCounterDay;0
;diagnosisCondition_ambient_temp_reach_tmaxDetails;timeStampLastMSec;0
;diagnosisCondition_ambient_temp_reach_tmaxDetails;timeStampLastDay;0
;diagnosisCondition_ambient_temp_reach_tminDetails;counter;0
;diagnosisCondition_ambient_temp_reach_tminDetails;timeCounterMSec;0
;diagnosisCondition_ambient_temp_reach_tminDetails;timeCounterDay;0
;diagnosisCondition_ambient_temp_reach_tminDetails;timeStampLastMSec;0
;diagnosisCondition_ambient_temp_reach_tminDetails;timeStampLastDay;0
;diagnosisCondition_nv_storage_activeDetails;counter;0
;diagnosisCondition_nv_storage_activeDetails;timeCounterMSec;0
;diagnosisCondition_nv_storage_activeDetails;timeCounterDay;0
;diagnosisCondition_nv_storage_activeDetails;timeStampLastMSec;0
;diagnosisCondition_nv_storage_activeDetails;timeStampLastDay;0
;diagnosisCondition_fv_sensor_out_limsDetails;counter;0
;diagnosisCondition_fv_sensor_out_limsDetails;timeCounterMSec;0
;diagnosisCondition_fv_sensor_out_limsDetails;timeCounterDay;0
;diagnosisCondition_fv_sensor_out_limsDetails;timeStampLastMSec;0
;diagnosisCondition_fv_sensor_out_limsDetails;timeStampLastDay;0
;diagnosisCondition_fv_sensor_out_rangeDetails;counter;0
;diagnosisCondition_fv_sensor_out_rangeDetails;timeCounterMSec;0
;diagnosisCondition_fv_sensor_out_rangeDetails;timeCounterDay;0
;diagnosisCondition_fv_sensor_out_rangeDetails;timeStampLastMSec;0
;diagnosisCondition_fv_sensor_out_rangeDetails;timeStampLastDay;0
;diagnosisCondition_nv_replace_warnDetails;counter;0
;diagnosisCondition_nv_replace_warnDetails;timeCounterMSec;0
;diagnosisCondition_nv_replace_warnDetails;timeCounterDay;0
;diagnosisCondition_nv_replace_warnDetails;timeStampLastMSec;0
;diagnosisCondition_nv_replace_warnDetails;timeStampLastDay;0
;diagnosisCondition_cb_insuf_input_voltageDetails;counter;0
;diagnosisCondition_cb_insuf_input_voltageDetails;timeCounterMSec;0
;diagnosisCondition_cb_insuf_input_voltageDetails;timeCounterDay;0
;diagnosisCondition_cb_insuf_input_voltageDetails;timeStampLastMSec;0
;diagnosisCondition_cb_insuf_input_voltageDetails;timeStampLastDay;0
;diagnosisCondition_maintenance_warningDetails;counter;0
;diagnosisCondition_maintenance_warningDetails;timeCounterMSec;0
;diagnosisCondition_maintenance_warningDetails;timeCounterDay;0
;diagnosisCondition_maintenance_warningDetails;timeStampLastMSec;0
;diagnosisCondition_maintenance_warningDetails;timeStampLastDay;0
;diagnosisCondition_fe_nv_warningDetails;counter;0
;diagnosisCondition_fe_nv_warningDetails;timeCounterMSec;0
;diagnosisCondition_fe_nv_warningDetails;timeCounterDay;0
;diagnosisCondition_fe_nv_warningDetails;timeStampLastMSec;0
;diagnosisCondition_fe_nv_warningDetails;timeStampLastDay;0
;configurableClassification_fe_board_comm_error;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_fe_board_not_detected;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_pv_sensor_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_sv_sensor_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_tv_sensor_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_fe_board_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_fe_nv_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_fe_ram_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_cb_nv_failure;0;DIAGNOSIS_CLASS_FAILURE
;configurableClassification_cb_nv_warning;0;DIAGNOSIS_CLASS_CHECK_FUNCTION
;configurableClassification_tot_counter_stop;0;DIAGNOSIS_CLASS_CHECK_FUNCTION
;configurableClassification_no_hart_burst_in;0;DIAGNOSIS_CLASS_CHECK_FUNCTION
;configurableClassification_alarm_simu_warning;0;DIAGNOSIS_CLASS_CHECK_FUNCTION
;configurableClassification_data_simu_warning;0;DIAGNOSIS_CLASS_CHECK_FUNCTION
;configurableClassification_steam_type_mismatch;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_process_flowrate_more_than_103;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_pv_sensor_out_lims;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_pv_sensor_out_range;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_sv_sensor_out_lims;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_sv_sensor_out_range;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_low_flowrate_cutoff;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_nv_concistency_check;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_tv_sensor_out_range;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_tv_sensor_out_lims;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_fv_sensor_failure;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_ambient_temp_reach_tmax;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_ambient_temp_reach_tmin;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_nv_storage_active;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_fv_sensor_out_lims;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_fv_sensor_out_range;0;DIAGNOSIS_CLASS_OFF_SPECIFICATION
;configurableClassification_nv_replace_warn;0;DIAGNOSIS_CLASS_MAINTENANCE
;configurableClassification_cb_insuf_input_voltage;0;DIAGNOSIS_CLASS_MAINTENANCE
;configurableClassification_maintenance_warning;0;DIAGNOSIS_CLASS_MAINTENANCE
;configurableClassification_fe_nv_warning;0;DIAGNOSIS_CLASS_MAINTENANCE
;inputAlarmHistory;0;0
;inputAlarmHistory;1;0
;inputAlarmHistory;2;0
;inputAlarmHistory;3;0
;inputAlarmHistory;4;0
;inputAlarmHistory;5;0
;inputAlarmHistory;6;0
;inputAlarmHistory;7;0
;inputAlarmHistory;8;0
;inputAlarmHistory;9;0
;inputAlarmHistory;10;0
;inputAlarmHistory;11;0
;inputAlarmHistory;12;0
;inputAlarmHistory;13;0
;inputAlarmHistory;14;0
;inputAlarmHistory;15;0
;inputAlarmHistory;16;0
;inputAlarmHistory;17;0
;inputAlarmHistory;18;0
;inputAlarmHistory;19;0
;inputAlarmHistory;20;0
;inputAlarmHistory;21;0
;inputAlarmHistory;22;0
;inputAlarmHistory;23;0
;inputAlarmHistory;24;0
;inputAlarmHistory;25;0
;inputAlarmHistory;26;0
;inputAlarmHistory;27;0
;inputAlarmHistory;28;0
;inputAlarmHistory;29;0
;inputAlarmHistory;30;0
;inputAlarmHistory;31;0
;inputAlarmHistory;32;0
;inputAlarmHistory;33;0
;inputAlarmHistory;34;0
;inputAlarmHistory;35;0
;inputAlarmHistory;36;0
;inputAlarmHistory;37;0
;inputAlarmHistory;38;0
;inputAlarmHistory;39;0
;inputAlarmHistory;40;0
;inputAlarmHistory;41;0
;inputAlarmHistory;42;0
;inputAlarmHistory;43;0
;inputAlarmHistory;44;0
;inputAlarmHistory;45;0
;inputAlarmHistory;46;0
;inputAlarmHistory;47;0
;inputAlarmHistory;48;0
;inputAlarmHistory;49;0
;inputAlarmHistory;50;0
;inputAlarmHistory;51;0
;inputAlarmHistory;52;0
;inputAlarmHistory;53;0
;inputAlarmHistory;54;0
;inputAlarmHistory;55;0
;inputAlarmHistory;56;0
;inputAlarmHistory;57;0
;inputAlarmHistory;58;0
;inputAlarmHistory;59;0
;alarmHistory;0;0
;alarmHistory;1;0
;alarmHistory;2;0
;alarmHistory;3;0
;alarmHistory;4;0
;alarmHistory;5;0
;alarmMasking;0;0
;alarmMasking;1;0
;alarmMasking;2;0
;alarmMasking;3;0
;alarmMasking;4;0
;alarmMasking;5;0
;simulationStatus;0;SIMULATION_DISABLED
;analoginputAlarm;0;0
;coordinatorAlarm;0;0
;coordinatorAlarm;1;0
;coordinatorAlarm;2;0
;coordinatorAlarm;3;0
;digitaloutputAlarm;0;0
;electronicservicesAlarm;0;0
;frontendinterfaceAlarm;0;0
;mapperAlarm;0;0
;mvmeasurementAlarm;0;0
;svmeasurementAlarm;0;0
;totalizerAlarm;0;0
;analoginputAlarmSimulation;0;0
;coordinatorAlarmSimulation;0;0
;coordinatorAlarmSimulation;1;0
;coordinatorAlarmSimulation;2;0
;coordinatorAlarmSimulation;3;0
;digitaloutputAlarmSimulation;0;0
;electronicservicesAlarmSimulation;0;0
;frontendinterfaceAlarmSimulation;0;0
;mapperAlarmSimulation;0;0
;mvmeasurementAlarmSimulation;0;0
;svmeasurementAlarmSimulation;0;0
;totalizerAlarmSimulation;0;0
;diagnosisConditionIdx;0;0
;diagnosisOutputConditionSimulation;0;0
;diagnosisOutputConditionSimulation;1;0
;diagnosisOutputConditionSimulation;2;0
;diagnosisOutputConditionSimulation;3;0
;diagnosisOutputConditionSimulation;4;0
;diagnosisOutputConditionSimulation;5;0
;diagnosisCounter;0;0
